position,person,personID,start,end
member of the Grand Council of the canton of Neuchâtel,Charles Augsburger,Q2958437,1973,2002
member of the Grand Council of the canton of Neuchâtel,Rolf Graber,Q105062122,1985,2008
member of the Grand Council of the canton of Neuchâtel,Philippe Bauer,Q21294570,2001,2015
Member of the Swiss National Council,Claude Frey,Q119869,1979-11-26,2003-11-30
Member of the Swiss National Council,Christoph Blocher,Q123857,1979-11-26,2003-12-10
Member of the Swiss National Council,Franz Steinegger,Q121299,1980-12-01,2003-11-30
Member of the Swiss National Council,Jacques-Simon Eggly,Q119063,1983-11-28,2007-12-02
Member of the Swiss National Council,Peter Hess,Q121101,1983-11-28,2003-11-30
Member of the Swiss National Council,Jean-Philippe Maitre,Q677887,1983-11-28,2005-02-28
Member of the Swiss National Council,Paul Rechsteiner,Q119440,1986-06-02,2011-12-11
Member of the Swiss National Council,Jean Spielmann,Q23641707,1987,2003
Member of the Swiss National Council,Rosmarie Dormann,Q1487049,1987-11-30,2003-11-30
Member of the Swiss National Council,Hans Rudolf Gysin,Q1582128,1987-11-30,2011-12-04
Member of the Swiss National Council,Lili Nabholz,Q1787401,1987-11-30,2003-11-30
Member of the Swiss National Council,Ulrich Fischer,Q2475778,1987-11-30,2003-11-30
Member of the Swiss National Council,Walter Frey,Q2544304,1987-11-30,2001-11-25
Member of the Swiss National Council,Peter Vollmer,Q17305234,1989-11-27,2007-12-02
Member of the Swiss National Council,Barbara Haering,Q17274306,1990-02-05,2007-12-02
Member of the Swiss National Council,Hansueli Raggenbass,Q99214371,1991,2003
Member of the Swiss National Council,Duri Bezzola,Q122084,1991-01-21,2007-02-28
Member of the Swiss National Council,Trix Heberlein,Q2454519,1991-03-13,2003-11-30
Member of the Swiss National Council,Cécile Bühlmann,Q1150097,1991-11-25,2006-03-04
Member of the Swiss National Council,Max Binder,Q116490,1991-11-25,2015-11-29
Member of the Swiss National Council,Ulrich Giezendanner,Q116886,1991-11-25,2019-12-01
Member of the Swiss National Council,Christine Goll,Q117095,1991-11-25,2011-12-04
