position,person,personID,start,end
ambassador to Argentina,Carla Del Ponte,Q122285,2008-01-01,2011-02
ambassador to Brunei,Raymond Loretan,Q20961905,1997,2002
ambassador to France,Benedikt von Tscharner,Q817029,1997,2002
ambassador to France,François Nordmann,Q3085473,2002,2007
ambassador to France,Livia Leu Agosti,Q1866477,2018-09-03,2020-10-13
ambassador to Germany,Christine Schraner Burgener,Q21514758,2015,2018
ambassador to Hungary,Rudolf Weiersmüller,Q2174073,1999,2004
ambassador to Hungary,Jean-François Paroz,Q47980874,2012,2016
ambassador to Hungary,Peter Burkhard,Q102247981,2016,2020
ambassador to Hungary,Jean-François Paroz,Q47980874,2020,
ambassador to Italy,Bruno Spinner,Q96396900,2004,2009-07-25
ambassador to Monaco,François Nordmann,Q3085473,2006,2007
ambassador to Singapore,Raymond Loretan,Q20961905,1997,2002
ambassador to the United Kingdom,Anton Thalmann,Q96944156,2010,2013
ambassador to the Holy See,Claudio Caratsch,Q33314429,1997-04-01,2001-04-30
ambassador to the Holy See,Paul Widmer,Q15734513,2011,2014
ambassador to the Holy See,Pierre-Yves Fux,Q22691968,2014,2018
ambassador of Switzerland,Valentin Zellweger,Q60632892,2016-08-01,
Mayor of Zürich,Josef Estermann,Q125273,1990,2002
Mayor of Zürich,Elmar Ledergerber,Q115886,2002,2009-04-30
Mayor of Zürich,Corine Mauch,Q123363,2009-05-01,
Mayor of Geneva,Christian Ferrazino,Q23309213,2003,2004
Mayor of Geneva,Guillaume Barazzone,Q15818580,2016-06-01,2017-05-31
Mayor of Geneva,Marie Barbey-Chappuis,Q94122602,2022-06-01,
Mayor of Lausanne,Jean-Jacques Schilt,Q1684932,1998-01-01,2001-12-31
Mayor of Lausanne,Daniel Brélaz,Q118484,2001-11-25,2016-06-30
Mayor of Lausanne,Grégoire Junod,Q19721447,2016-07-01,
Mayor of Bern,Alec von Graffenried,Q121896,2017-01-01,
Mayor of Winterthur,Martin Haas,Q69974966,1990,2002
Mayor of Winterthur,Ernst Wohlwend,Q1360671,2002,2012
Mayor of Winterthur,Michael Künzle,Q24703491,2012-10,
