position,person,personID,start,end
President,Ignazio Cassis,Q117254,2022-01-01,
Vice President,Alain Berset,Q123939,2022-01-01,
Member of the Federal Council,Ueli Maurer,Q123979,2009-01-01,
Member of the Federal Council,Simonetta Sommaruga,Q122991,2010-11-01,
Member of the Federal Council,Alain Berset,Q123939,2012-01-01,
Member of the Federal Council,Guy Parmelin,Q121160,2016-01-01,
Member of the Federal Council,Ignazio Cassis,Q117254,2017-11-01,
Member of the Federal Council,Karin Keller-Sutter,Q115881,2019-01-01,
Member of the Federal Council,Viola Amherd,Q120917,2019-01-01,
Chancellor,Walter Thurnherr,Q21528856,2016-01-01,
President of the Council of States,Thomas Hefti,Q16021674,2021-11-29,
President of the National Council,Irène Kälin,Q19502656,2021-11-29,
Chief of the Armed Forces,Thomas Süssli,Q67135643,2020-01-01,
Chairman of the Governing Board of the Swiss National Bank,Thomas Jordan,Q2425188,2012-04-18,
