id,name,relationship,relative,relativename
Q105062122,Rolf Graber,sibling,Q121886,Jean-Pierre Graber
Q110634549,Raphaël Mahaim,relative,Q1810035,Ernest Mahaim
Q115513,Pascal Couchepin,child,Q28739254,Anne-Laure Couchepin Vouilloz
Q115520,Moritz Leuenberger,father,Q15455198,Robert Leuenberger
Q115520,Moritz Leuenberger,sibling,Q95341261,Dieter Leuenberger
Q115520,Moritz Leuenberger,spouse,Q118441,Gret Loewensberg
Q115891,Christophe Darbellay,relative,Q1340658,Vital Darbellay
Q116424,Jacqueline Fehr,spouse,Q1911396,Maurice Pedergnana
Q116886,Ulrich Giezendanner,child,Q61196213,Benjamin Giezendanner
Q118310,Marina Carobbio Guscetti,father,Q120924,Werner Carobbio
Q118489,Jean Christophe Schwaab,father,Q3172777,Jean Jacques Schwaab
Q118535,Christa Markwalder,father,Q19896713,Hans-Rudolf Markwalder
Q119047,Pierre-François Veillon,child,Q56120093,Vincent Veillon
Q119393,Carlo Sommaruga,father,Q124591,Cornelio Sommaruga
Q119880,Thomas Hurter,spouse,Q55025618,Cornelia Stamm Hurter
Q119896,Michel Béguelin,spouse,Q61596217,Marlyse Dormond Béguelin
Q120521,Gerold Bührer,spouse,Q120775,Elisabeth Zölch
Q121147,Anton Cottier,sibling,Q3293782,Marius Cottier
Q121160,Guy Parmelin,spouse,Q21686685,Caroline Parmelin
Q121273,Jean-Charles Rielle,child,Q63953026,Natacha Rielle Pegatoquet
Q121273,Jean-Charles Rielle,spouse,Q21694713,Laurence Fehlmann Rielle
Q121287,Hans Egloff,father,Q105757679,Kurt Egloff
Q121882,Ida Glanzmann-Hunkeler,relative,Q546091,Josef Zemp
Q121886,Jean-Pierre Graber,sibling,Q105062122,Rolf Graber
Q122377,Micheline Calmy-Rey,child,Q30004315,Alexandra Calmy
Q122377,Micheline Calmy-Rey,sibling,Q96631839,Eliane Rey
Q122991,Simonetta Sommaruga,relative,Q124591,Cornelio Sommaruga
Q122991,Simonetta Sommaruga,spouse,Q1876900,Lukas Hartmann
Q123363,Corine Mauch,father,Q21509563,Samuel Mauch
Q123363,Corine Mauch,mother,Q21509161,Ursula Mauch
Q123363,Corine Mauch,spouse,Q21509773,Juliana Müller
Q123857,Christoph Blocher,child,Q105074295,Markus Blocher
Q123857,Christoph Blocher,child,Q1883801,Magdalena Martullo-Blocher
Q123857,Christoph Blocher,child,Q51511534,Rahel Blocher
Q123857,Christoph Blocher,spouse,Q56642272,Silvia Blocher
Q1282105,Françoise Saudan,child,Q26837545,Patrick Saudan
Q1282105,Françoise Saudan,child,Q26837620,Marc Saudan
Q1282105,Françoise Saudan,spouse,Q26837540,Henri Saudan
Q1464137,Pierre-Alain Gentil,spouse,Q3015005,Danielle Marcotte
Q15849165,Stephanie Baumann,child,Q15296660,Simon Baumann
Q15849165,Stephanie Baumann,child,Q61807649,Kilian Baumann
Q15849165,Stephanie Baumann,spouse,Q2174654,Ruedi Baumann
Q1591536,Tim Guldimann,spouse,Q1082694,Christiane Hoffmann
Q162767,Eveline Widmer-Schlumpf,father,Q558027,Leon Schlumpf
Q1794227,Kurt Wasserfallen,child,Q73883,Christian Wasserfallen
Q1866477,Livia Leu Agosti,spouse,Q20650434,Donat Agosti
Q1883801,Magdalena Martullo-Blocher,father,Q123857,Christoph Blocher
Q1883801,Magdalena Martullo-Blocher,sibling,Q105074295,Markus Blocher
Q1883801,Magdalena Martullo-Blocher,sibling,Q51511534,Rahel Blocher
Q20192072,Min Li Marti,spouse,Q805606,Balthasar Glättli
Q20961905,Raymond Loretan,father,Q78065197,Wolfgang Loretan
Q20961905,Raymond Loretan,relative,Q78065185,Raymund Loretan
Q21032118,Andrea Gmür-Schönenberger,father,Q55902708,Jakob Schönenberger
Q21032118,Andrea Gmür-Schönenberger,spouse,Q28002997,Philipp Gmür
Q21694713,Laurence Fehlmann Rielle,spouse,Q121273,Jean-Charles Rielle
Q2174654,Ruedi Baumann,child,Q15296660,Simon Baumann
Q2174654,Ruedi Baumann,child,Q61807649,Kilian Baumann
Q2174654,Ruedi Baumann,spouse,Q15849165,Stephanie Baumann
Q23059253,Mattea Meyer,partner,Q1385162,Marco Kistler
Q2431095,Tiana Angelina Moser,partner,Q119144,Matthias Aebischer
Q380063,Johann Schneider-Ammann,spouse,Q21914418,Katharina Schneider-Ammann
Q61196213,Benjamin Giezendanner,father,Q116886,Ulrich Giezendanner
Q61807649,Kilian Baumann,father,Q2174654,Ruedi Baumann
Q61807649,Kilian Baumann,mother,Q15849165,Stephanie Baumann
Q61807649,Kilian Baumann,sibling,Q15296660,Simon Baumann
Q677887,Jean-Philippe Maitre,child,Q71800029,Vincent Maitre
Q677887,Jean-Philippe Maitre,father,Q96381133,Yves Maitre
Q690192,Giuliano Bignasca,sibling,Q758134,Attilio Bignasca
Q71800029,Vincent Maitre,father,Q677887,Jean-Philippe Maitre
Q73883,Christian Wasserfallen,father,Q1794227,Kurt Wasserfallen
Q74144,Alexander Tschäppät,father,Q120748,Reynold Tschäppät
Q758134,Attilio Bignasca,sibling,Q690192,Giuliano Bignasca
Q805606,Balthasar Glättli,spouse,Q20192072,Min Li Marti
Q870066,Peter Spuhler,spouse,Q21012582,Daniela Spuhler-Hoffmann
Q916004,Brigitta Gadient,father,Q1509730,Ulrich Gadient
