@@,itemlabel,item,startdate,enddate
+++,Kaspar Villiger,Q605874,2002-01-01,2002-12-31
+++,Pascal Couchepin,Q115513,2003-01-01,2003-12-31
+++,Moritz Leuenberger,Q115520,2006-01-01,2006-12-31
+++,Micheline Calmy-Rey,Q122377,2007-01-01,2007-12-31
+++,Ueli Maurer,Q123979,2019-01-01,2019-12-31
->,Ignazio Cassis,Q117254,2022-01-01,NULL->2022-12-31
